id,nepali_name,sanskrit_name,author_rishi,subject,type,tradition
HG0297,मीमांसासूत्र,मीमांसासूत्र,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0298,तत्त्वचिन्तामणि,तत्त्वचिन्तामणि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0299,न्यायमञ्जरी,न्यायमञ्जरी,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0300,न्यायवार्तिक,न्यायवार्तिक,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0301,न्यायभाष्य,न्यायभाष्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0302,न्यायसूत्रवृत्ति,न्यायसूत्रवृत्ति,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0303,तर्कसंग्रह,तर्कसंग्रह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0304,तर्कभाषा,तर्कभाषा,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0305,तर्कदीपिका,तर्कदीपिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0306,श्लोकवार्तिक,श्लोकवार्तिक,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0307,बृहती,बृहती,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0308,तन्त्रवार्तिक,तन्त्रवार्तिक,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0309,भट्टदीपिका,भट्टदीपिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0310,शास्त्रदीपिका,शास्त्रदीपिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0311,वेदान्तसार,वेदान्तसार,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0312,वेदान्तपरिभाषा,वेदान्तपरिभाषा,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0313,वेदान्तकल्पतरु,वेदान्तकल्पतरु,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0314,अद्वैतसिद्धि,अद्वैतसिद्धि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0315,पञ्चदशी,पञ्चदशी,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0316,उपदेशसाहस्री,उपदेशसाहस्री,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0317,आत्मबोध,आत्मबोध,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0318,विवेकचूडामणि,विवेकचूडामणि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0319,अपरोक्षानुभूति,अपरोक्षानुभूति,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0320,आत्मानात्मविवेक,आत्मानात्मविवेक,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0321,दृग्दृश्यविवेक,दृग्दृश्यविवेक,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0322,माण्डूक्यकारिका,माण्डूक्यकारिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0323,उपदेशामृत,उपदेशामृत,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0324,ब्रह्मज्ञानावली,ब्रह्मज्ञानावली,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0325,सिद्धान्तलेशसंग्रह,सिद्धान्तलेशसंग्रह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0326,नैष्कर्म्यसिद्धि,नैष्कर्म्यसिद्धि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0327,खण्डनखण्डखाद्य,खण्डनखण्डखाद्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0328,तत्त्वबोध,तत्त्वबोध,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0329,सारदर्शनसंग्रह,सारदर्शनसंग्रह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0330,सर्वदर्शनसंग्रह,सर्वदर्शनसंग्रह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0331,वेदार्थसंग्रह,वेदार्थसंग्रह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0332,श्रीभाष्य,श्रीभाष्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0333,वेदान्तदीप,वेदान्तदीप,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0334,वेदान्तसारसंग्रह,वेदान्तसारसंग्रह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0335,तत्त्वत्रय,तत्त्वत्रय,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0336,गद्यत्रय,गद्यत्रय,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0337,शरणागतिगद्य,शरणागतिगद्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0338,वैकुण्ठगद्य,वैकुण्ठगद्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0339,सिद्धित्रय,सिद्धित्रय,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0340,आगमप्रामाण्य,आगमप्रामाण्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0341,गीतार्थसंग्रह,गीतार्थसंग्रह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0342,यतीन्द्रमतदीपिका,यतीन्द्रमतदीपिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0343,परमतभङ्ग,परमतभङ्ग,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0344,नवनीतसंग्रह,नवनीतसंग्रह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0345,संवित्सिद्धि,संवित्सिद्धि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0346,ईश्वरसिद्धि,ईश्वरसिद्धि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0347,ज्ञानसिद्धि,ज्ञानसिद्धि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0348,अणुभाष्य,अणुभाष्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0349,तत्त्वदीपिका,तत्त्वदीपिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0350,तत्त्वमुक्ताकलाप,तत्त्वमुक्ताकलाप,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0351,श्रुतप्रकाशिका,श्रुतप्रकाशिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0352,मिमांसान्यायप्रकाश,मिमांसान्यायप्रकाश,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0353,न्यायसिद्धाञ्जन,न्यायसिद्धाञ्जन,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0354,शतदूषणी,शतदूषणी,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0355,सर्वार्थसिद्धि,सर्वार्थसिद्धि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0356,पंचार्थभाष्य,पंचार्थभाष्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0357,गणकारिका,गणकारिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0358,महाभाष्य,महाभाष्य,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0359,स्पन्दकारिका,स्पन्दकारिका,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0360,शिवसूत्र,शिवसूत्र,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0361,स्पन्दसन्दोह,स्पन्दसन्दोह,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0362,प्रत्यभिज्ञाहृदयम्,प्रत्यभिज्ञाहृदयम्,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0363,ईश्वरप्रत्यभिज्ञा-विमर्शिनी,ईश्वरप्रत्यभिज्ञा-विमर्शिनी,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0364,तन्त्रालोक,तन्त्रालोक,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0365,तन्त्रसार,तन्त्रसार,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0366,शिवदृष्टि,शिवदृष्टि,विभिन्न आचार्य/ऋषि,"दर्शन, तर्क, ब्रह्मविद्या, आत्मज्ञान र मोक्ष",दर्शनग्रन्थ,दर्शन
HG0367,हठयोगप्रदीपिका,हठयोगप्रदीपिका,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0368,घेरण्डसंहिता,घेरण्डसंहिता,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0369,शिवसंहिता,शिवसंहिता,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0370,गोरक्षशतक,गोरक्षशतक,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0371,गोरक्षपद्धति,गोरक्षपद्धति,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0372,गोरक्षसंहिता,गोरक्षसंहिता,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0373,सिद्धसिद्धान्तपद्धति,सिद्धसिद्धान्तपद्धति,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0374,अमृतसिद्धि,अमृतसिद्धि,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0375,योगयाज्ञवल्क्य,योगयाज्ञवल्क्य,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0376,योगतारावली,योगतारावली,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0377,योगबीज,योगबीज,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0378,योगकुण्डल्युपनिषद्,योगकुण्डल्युपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0379,योगशिखोपनिषद्,योगशिखोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0380,योगतत्त्वोपनिषद्,योगतत्त्वोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0381,ध्यानबिन्दूपनिषद्,ध्यानबिन्दूपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0382,अमृतनादोपनिषद्,अमृतनादोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0383,तेजोबिन्दूपनिषद्,तेजोबिन्दूपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0384,त्रिशिखिब्राह्मणोपनिषद्,त्रिशिखिब्राह्मणोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0385,वराहोपनिषद्,वराहोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0386,मण्डलब्राह्मणोपनिषद्,मण्डलब्राह्मणोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0387,अद्वयतारकोपनिषद्,अद्वयतारकोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0388,हंसोपनिषद्,हंसोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0389,शाण्डिल्योपनिषद्,शाण्डिल्योपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0390,पाशुपतब्रह्मोपनिषद्,पाशुपतब्रह्मोपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0391,महावाक्योपनिषद्,महावाक्योपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0392,योगचूडामण्युपनिषद्,योगचूडामण्युपनिषद्,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0393,व्यासभाष्य,व्यासभाष्य,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0394,तत्त्ववैशारदी,तत्त्ववैशारदी,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0395,राजमार्तण्ड,राजमार्तण्ड,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0396,योगवार्तिक,योगवार्तिक,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0397,योगसारसंग्रह,योगसारसंग्रह,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0398,योगमञ्जरी,योगमञ्जरी,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0399,योगदीपिका,योगदीपिका,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0400,योगशास्त्र,योगशास्त्र,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0401,योगरत्नावली,योगरत्नावली,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0402,योगचिन्तामणि,योगचिन्तामणि,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0403,योगप्रदीप,योगप्रदीप,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0404,योगसुधाकर,योगसुधाकर,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0405,योगामृत,योगामृत,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0406,योगकल्पतरु,योगकल्पतरु,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0407,योगतत्त्वसंग्रह,योगतत्त्वसंग्रह,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0408,ध्यानयोग,ध्यानयोग,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0409,योगोपनिषद्संग्रह,योगोपनिषद्संग्रह,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0410,नादबिन्दु,नादबिन्दु,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0411,योगप्रकरण,योगप्रकरण,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0412,योगसार,योगसार,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0413,हठरत्नावली,हठरत्नावली,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0414,हठसङ्केतचन्द्रिका,हठसङ्केतचन्द्रिका,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0415,हठतत्त्वकौमुदी,हठतत्त्वकौमुदी,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0416,हठयोगमञ्जरी,हठयोगमञ्जरी,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0417,सिद्धान्तमुक्तावली,सिद्धान्तमुक्तावली,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0418,शिवयोगप्रदीपिका,शिवयोगप्रदीपिका,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0419,शिवयोगदीपिका,शिवयोगदीपिका,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0420,शिवयोगसार,शिवयोगसार,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0421,कुण्डलिनीयोगप्रकाशिका,कुण्डलिनीयोगप्रकाशिका,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0422,शक्तिसंगमतन्त्र,शक्तिसंगमतन्त्र,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0423,अमृतसिद्धियोग,अमृतसिद्धियोग,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0424,योगसिद्धान्तचन्द्रिका,योगसिद्धान्तचन्द्रिका,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0425,योगमार्गप्रकाशिका,योगमार्गप्रकाशिका,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0426,योगमाहात्म्य,योगमाहात्म्य,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0427,योगविज्ञान,योगविज्ञान,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
HG0428,योगसंग्रह,योगसंग्रह,योगपरम्परा/विभिन्न आचार्य,"आसन, प्राणायाम, ध्यान, नाडी, कुण्डलिनी र समाधि",योगग्रन्थ,योग
